Data Set 1:Time(s),Data Set 1:Temperature 1(°C),Data Set 1:Temperature 2(°C)
113.9,25.2,25.0
114.0,25.2,25.0
114.1,25.1,25.0
114.2,25.2,25.0
114.3,25.2,25.1
114.4,25.2,25.0
114.5,25.4,25.2
114.6,25.2,25.0
114.7,25.2,25.0
114.8,25.2,25.0
114.9,25.2,25.0
115.0,25.3,25.0
115.1,25.3,25.1
115.2,25.2,25.1
115.3,25.2,25.1
115.4,25.2,25.0
115.5,25.1,25.0
115.6,25.2,25.0
115.7,25.2,25.0
115.8,25.2,25.1
115.9,25.4,25.2
116.0,25.3,25.1
116.1,25.1,25.1
116.2,25.2,25.0
116.3,25.4,25.2
116.4,25.2,25.0
116.5,25.3,25.1
116.6,25.2,25.0
116.7,25.2,25.0
116.8,25.1,25.0
116.9,25.2,25.0
117.0,25.2,25.0
117.1,25.2,25.0
117.2,25.4,25.1
117.3,25.2,25.0
117.4,25.2,25.1
117.5,25.2,25.0
117.6,25.3,25.1
117.7,25.2,25.0
117.8,25.1,25.1
117.9,25.1,25.0
118.0,25.3,25.1
118.1,25.3,25.1
118.2,25.2,25.2
118.3,25.3,25.1
118.4,25.3,25.1
118.5,25.2,25.0
118.6,25.4,25.1
118.7,25.2,25.0
118.8,25.1,25.0
118.9,25.3,25.1
119.0,25.1,25.2
119.1,25.2,25.0
119.2,25.3,25.0
119.3,25.1,25.0
119.4,25.3,25.2
119.5,25.1,25.0
119.6,25.2,25.1
119.7,25.3,25.0
119.8,25.2,25.0
119.9,25.2,24.9
120.0,25.2,25.1
120.1,25.1,25.1
120.2,25.2,25.0
120.3,25.2,25.0
120.4,25.2,25.1
120.5,25.2,25.0
120.6,25.1,25.0
120.7,25.2,25.1
120.8,25.3,25.1
120.9,25.2,25.0
121.0,25.2,24.9
121.1,25.2,25.0
121.2,25.2,25.0
121.3,25.1,25.0
121.4,25.1,25.0
121.5,25.1,25.0
121.6,25.2,25.0
121.7,25.1,24.9
121.8,25.1,25.0
121.9,25.3,25.0
122.0,25.2,25.0
122.1,25.1,25.0
122.2,25.1,25.0
122.3,25.4,25.2
122.4,25.3,25.1
122.5,25.2,25.0
122.6,25.2,25.0
122.7,25.1,25.0
122.8,25.2,25.0
122.9,25.2,25.0
123.0,25.3,25.2
123.1,25.2,25.0
123.2,25.1,25.1
123.3,25.2,25.0
123.4,25.2,25.0
123.5,25.1,25.0
123.6,25.1,25.1
123.7,25.1,25.0
123.8,25.2,24.9
123.9,25.1,24.9
124.0,25.1,25.0
124.1,25.2,25.0
124.2,25.1,25.0
124.3,25.4,25.2
124.4,25.2,25.0
124.5,25.3,25.2
124.6,25.2,24.9
124.7,25.2,25.0
124.8,25.3,25.0
124.9,25.1,25.0
125.0,25.2,24.9
125.1,25.2,25.0
125.2,25.4,25.2
125.3,25.2,25.0
125.4,25.2,25.0
125.5,25.4,25.2
125.6,25.2,25.0
125.7,25.1,25.0
125.8,25.4,25.2
125.9,25.1,25.1
126.0,25.1,24.9
126.1,25.1,25.0
126.2,25.1,25.1
126.3,25.1,25.0
126.4,25.1,25.0
126.5,25.3,25.0
126.6,25.1,24.9
126.7,25.2,24.9
126.8,25.2,24.9
126.9,25.1,25.0
127.0,25.2,25.0
127.1,25.1,25.0
127.2,25.2,25.0
127.3,25.3,25.0
127.4,25.3,25.2
127.5,25.2,24.9
127.6,25.2,24.9
127.7,25.1,25.0
127.8,25.1,24.9
127.9,25.1,24.9
128.0,25.1,25.0
128.1,25.1,25.0
128.2,25.1,24.9
128.3,25.1,25.0
128.4,25.1,25.0
128.5,25.1,24.9
128.6,25.1,25.0
128.7,25.2,25.1
128.8,25.3,25.1
128.9,25.1,25.0
129.0,25.3,25.0
129.1,25.1,25.0
129.2,25.1,25.0
129.3,25.3,24.9
129.4,25.1,25.0
129.5,25.2,24.9
129.6,25.2,24.9
129.7,25.3,25.2
129.8,25.4,25.1
129.9,25.2,24.9
130.0,25.1,25.0
130.1,25.1,25.0
130.2,25.1,24.9
130.3,25.1,25.0
130.4,25.2,25.0
130.5,25.2,24.9
130.6,25.1,24.9
130.7,25.2,25.0
130.8,25.2,24.9
130.9,25.3,25.1
131.0,25.2,25.0
131.1,25.2,25.0
131.2,25.1,24.9
131.3,25.2,24.9
131.4,25.2,24.9
131.5,25.1,24.9
131.6,25.2,25.0
131.7,25.2,24.9
131.8,25.3,25.1
131.9,25.2,25.0
132.0,25.2,24.9
132.1,25.1,24.9
132.2,25.1,24.9
132.3,25.2,24.9
132.4,25.1,24.9
132.5,25.1,25.0
132.6,25.1,24.9
132.7,25.1,24.9
132.8,25.1,25.0
132.9,25.1,24.9
133.0,25.1,24.9
133.1,25.2,25.0
133.2,25.1,24.9
133.3,25.1,24.9
133.4,25.2,24.9
133.5,25.1,24.9
133.6,25.2,24.9
133.7,25.2,24.9
133.8,25.3,25.2
133.9,25.3,25.2
134.0,25.1,24.9
134.1,25.3,25.2
134.2,25.1,25.0
134.3,25.1,24.9
134.4,25.2,25.0
134.5,25.1,24.9
134.6,25.1,24.9
134.7,25.2,25.0
134.8,25.2,24.9
134.9,25.1,24.9
135.0,25.2,24.9
135.1,25.1,24.9
135.2,25.1,24.9
135.3,25.1,24.9
135.4,25.2,24.9
135.5,25.0,24.9
135.6,25.3,25.1
135.7,25.3,25.1
135.8,25.3,24.9
135.9,25.1,24.9
136.0,25.1,24.9
136.1,25.1,24.9
136.2,25.1,25.0
136.3,25.3,25.0
136.4,25.1,24.9
136.5,25.1,24.9
136.6,25.1,24.9
136.7,25.1,24.9
136.8,25.1,24.9
136.9,25.3,24.9
137.0,25.1,24.9
137.1,25.1,24.9
137.2,25.1,24.9
137.3,25.1,24.9
137.4,25.1,24.9
137.5,25.1,24.9
137.6,25.1,24.9
137.7,25.1,24.9
137.8,25.1,24.9
137.9,25.1,24.8
138.0,25.1,24.9
138.1,25.2,24.9
138.2,25.1,24.9
138.3,25.2,24.9
138.4,25.1,24.9
138.5,25.1,24.9
138.6,25.1,25.0
138.7,25.1,24.9
138.8,25.1,24.9
138.9,25.1,24.9
139.0,25.1,24.9
139.1,25.2,24.9
139.2,25.3,25.1
139.3,25.1,24.9
139.4,25.1,24.9
139.5,25.1,24.9
139.6,25.1,25.0
139.7,25.1,25.0
139.8,25.1,24.9
139.9,25.1,24.9
140.0,25.1,24.9
140.1,25.3,25.2
140.2,25.1,24.9
140.3,25.1,24.9
140.4,25.1,24.9
140.5,25.1,24.9
140.6,25.3,25.1
140.7,25.1,24.9
140.8,25.1,24.9
140.9,25.1,24.9
141.0,25.1,24.9
141.1,25.3,25.1
141.2,25.1,24.9
141.3,25.1,24.9
141.4,25.2,24.9
141.5,25.1,24.9
141.6,25.1,24.9
141.7,25.1,24.9
141.8,25.3,25.1
141.9,25.1,25.0
142.0,25.3,25.0
142.1,25.1,24.9
142.2,25.1,24.9
142.3,25.1,24.9
142.4,25.2,25.0
142.5,25.1,24.9
142.6,25.1,24.9
142.7,25.1,24.9
142.8,25.1,24.9
142.9,25.1,25.0
143.0,25.1,24.9
143.1,25.1,24.9
143.2,25.1,24.9
143.3,25.1,24.9
143.4,25.3,25.0
143.5,25.1,24.9
143.6,25.1,24.9
143.7,25.1,24.9
143.8,25.3,24.9
143.9,25.1,24.9
144.0,25.1,24.9
144.1,25.1,24.9
144.2,25.1,24.9
144.3,25.1,24.9
144.4,25.1,25.0
144.5,25.0,24.9
144.6,25.1,25.0
144.7,25.2,24.9
144.8,25.1,24.9
144.9,25.1,24.9
145.0,25.3,25.0
145.1,25.1,24.9
145.2,25.1,24.9
145.3,25.1,24.9
145.4,25.1,24.9
145.5,25.1,24.9
145.6,25.1,24.8
145.7,25.2,24.9
145.8,24.9,24.9
145.9,25.1,24.9
146.0,25.1,24.9
146.1,25.1,24.9
146.2,25.0,24.9
146.3,25.1,24.9
146.4,25.1,24.9
146.5,25.0,24.9
146.6,25.1,24.9
146.7,25.1,24.9
146.8,25.1,24.9
146.9,25.1,24.9
147.0,25.1,24.8
147.1,25.0,24.9
147.2,25.1,24.9
147.3,25.1,24.9
147.4,25.1,24.9
147.5,25.1,24.9
147.6,25.1,24.9
147.7,25.3,25.0
147.8,25.0,24.8
147.9,25.1,24.9
148.0,25.1,24.9
148.1,25.2,24.9
148.2,25.1,24.8
148.3,25.1,24.9
148.4,25.1,24.9
148.5,25.3,25.0
148.6,25.3,25.1
148.7,25.0,24.9
148.8,25.0,24.9
148.9,25.0,24.8
149.0,25.1,24.8
149.1,25.1,24.9
149.2,25.1,24.9
149.3,24.9,24.9
149.4,25.1,24.9
149.5,25.1,24.9
149.6,25.2,24.8
149.7,25.0,24.9
149.8,25.3,25.1
149.9,25.0,24.9
150.0,25.1,24.9
150.1,25.1,24.8
150.2,25.0,24.9
150.3,25.1,24.9
150.4,25.1,24.8
150.5,24.9,24.9
150.6,25.1,24.9
150.7,25.1,24.9
150.8,25.1,24.9
150.9,25.1,24.9
151.0,25.3,25.1
151.1,25.0,24.9
151.2,25.1,24.8
151.3,24.9,24.9
151.4,25.0,24.8
151.5,25.1,24.9
151.6,24.9,24.9
151.7,25.3,25.1
151.8,24.9,24.9
151.9,25.1,24.8
152.0,24.9,24.8
152.1,25.1,24.8
152.2,25.1,24.8
152.3,25.0,24.8
152.4,25.1,24.9
152.5,25.1,24.9
152.6,25.0,24.9
152.7,25.2,24.9
152.8,24.9,24.8
152.9,25.1,24.8
153.0,24.9,24.9
153.1,25.1,24.9
153.2,24.9,24.9
153.3,25.1,24.8
153.4,25.0,24.9
153.5,25.1,24.9
153.6,25.1,24.9
153.7,25.0,24.9
153.8,25.1,24.9
153.9,25.3,25.0
154.0,25.1,24.8
154.1,25.2,24.9
154.2,25.1,24.9
154.3,25.1,24.9
154.4,25.1,24.8
154.5,25.0,24.9
154.6,25.1,24.9
154.7,25.1,24.9
154.8,24.9,24.8
154.9,24.9,24.9
155.0,25.3,25.0
155.1,25.1,24.8
155.2,24.9,24.8
155.3,25.1,24.8
155.4,25.1,24.9
155.5,24.9,24.8
155.6,25.1,24.9
155.7,25.0,24.8
155.8,24.9,24.8
155.9,25.2,24.9
156.0,25.1,24.8
156.1,25.1,24.8
156.2,25.2,24.9
156.3,25.1,24.8
156.4,25.3,25.0
156.5,25.0,24.8
156.6,25.1,24.8
156.7,25.1,24.8
156.8,25.1,24.8
156.9,25.1,24.9
157.0,25.0,24.9
157.1,25.2,25.0
157.2,25.3,25.1
157.3,25.3,25.1
157.4,25.0,24.8
157.5,25.2,24.9
157.6,25.1,24.8
157.7,25.1,24.8
157.8,25.2,24.9
157.9,24.9,24.9
158.0,25.0,24.9
158.1,25.1,24.8
158.2,25.2,24.9
158.3,25.1,24.9
158.4,25.1,24.8
158.5,24.9,24.9
158.6,25.2,24.9
158.7,25.1,24.8
158.8,25.1,24.8
158.9,24.9,24.8
159.0,24.9,24.8
159.1,25.0,24.8
159.2,25.0,24.8
159.3,25.1,25.0
159.4,25.3,25.0
159.5,25.3,25.0
159.6,24.9,24.8
159.7,25.2,24.9
159.8,24.9,24.9
159.9,25.0,24.9
160.0,24.9,24.8
160.1,24.9,24.8
160.2,25.1,24.8
160.3,25.1,24.8
160.4,25.0,24.8
160.5,24.9,24.8
160.6,24.9,24.8
160.7,25.1,24.8
160.8,24.9,24.8
160.9,24.9,24.8
161.0,24.9,24.8
161.1,25.1,24.9
161.2,25.1,24.8
161.3,25.0,24.8
161.4,24.9,24.8
161.5,25.1,24.8
161.6,25.3,25.0
161.7,25.1,24.8
161.8,24.9,24.8
161.9,24.9,24.8
162.0,25.0,24.8
162.1,24.9,24.8
162.2,25.1,24.8
162.3,24.9,24.8
162.4,24.9,24.8
162.5,25.1,24.8
162.6,25.3,25.0
162.7,24.9,24.8
162.8,24.9,24.8
162.9,24.9,24.8
163.0,24.9,24.8
163.1,25.1,24.8
163.2,24.9,24.8
163.3,24.9,24.8
163.4,25.3,25.1
163.5,24.9,24.8
163.6,25.1,24.8
163.7,24.9,24.8
163.8,24.9,24.8
163.9,25.1,24.9
164.0,25.1,24.8
164.1,25.0,24.9
164.2,24.9,24.8
164.3,24.9,24.8
164.4,24.9,24.8
164.5,24.9,24.8
164.6,25.0,24.8
164.7,25.0,24.8
164.8,24.9,24.8
164.9,24.9,24.8
165.0,24.9,24.8
165.1,25.1,24.8
165.2,24.9,24.8
165.3,25.3,24.9
165.4,24.9,24.8
165.5,24.9,24.8
165.6,25.1,24.8
165.7,25.1,24.8
165.8,24.9,24.8
165.9,25.1,24.8
166.0,24.9,24.8
166.1,24.9,24.8
166.2,25.3,24.9
166.3,24.9,24.8
166.4,24.9,24.8
166.5,24.9,24.8
166.6,25.1,24.9
166.7,24.9,24.8
166.8,24.9,24.9
166.9,24.9,24.8
167.0,25.1,24.8
167.1,24.9,24.8
167.2,24.9,24.8
167.3,24.9,24.8
167.4,25.0,24.8
167.5,25.1,24.8
167.6,24.9,24.8
167.7,24.9,24.8
167.8,25.0,24.8
167.9,25.3,24.9
168.0,25.1,24.8
168.1,24.8,24.8
168.2,25.2,24.8
168.3,25.3,25.0
168.4,25.0,24.8
168.5,25.0,24.8
168.6,24.9,24.8
168.7,25.1,24.9
168.8,24.9,24.8
168.9,25.1,24.8
169.0,25.3,25.0
169.1,25.0,24.8
169.2,24.9,24.8
169.3,25.1,24.9
169.4,24.9,24.8
169.5,25.1,24.8
169.6,24.9,24.8
169.7,24.9,24.9
169.8,25.3,24.9
169.9,24.9,24.8
170.0,24.9,24.8
170.1,24.9,24.8
170.2,24.9,24.8
170.3,24.9,24.8
170.4,24.9,24.8
170.5,25.0,24.8
170.6,25.0,24.8
170.7,25.2,24.8
170.8,24.9,24.8
170.9,25.1,24.8
171.0,24.9,24.8
171.1,24.9,24.8
171.2,24.9,24.8
171.3,24.9,24.8
171.4,24.9,24.8
171.5,24.9,24.8
171.6,24.9,24.8
171.7,24.9,24.8
171.8,24.9,24.8
171.9,24.9,24.8
172.0,25.0,24.8
172.1,24.9,24.8
172.2,24.9,24.8
172.3,24.9,24.8
172.4,25.3,25.0
172.5,24.9,24.8
172.6,25.0,24.8
172.7,24.9,24.8
172.8,25.3,25.0
172.9,24.9,24.8
173.0,24.9,24.8
173.1,24.9,24.8
173.2,24.9,24.8
173.3,24.9,24.8
173.4,25.3,24.9
173.5,24.9,24.8
173.6,24.9,24.8
173.7,24.8,24.8
173.8,24.8,24.8
173.9,24.9,24.8
174.0,25.0,24.8
174.1,25.3,24.9
174.2,24.8,24.8
174.3,25.3,24.9
174.4,24.9,24.8
174.5,24.8,24.8
174.6,24.8,24.8
174.7,25.0,24.8
174.8,24.9,24.8
174.9,24.9,24.8
175.0,24.9,24.8
175.1,24.9,24.8
175.2,24.8,24.8
175.3,24.9,24.9
175.4,24.8,24.8
175.5,25.3,24.9
175.6,24.9,24.8
175.7,24.8,24.8
175.8,25.1,24.8
175.9,24.9,24.8
176.0,24.8,24.9
176.1,24.8,24.8
176.2,25.3,25.0
176.3,24.8,24.8
176.4,24.8,24.8
176.5,24.9,24.8
176.6,24.8,24.8
176.7,25.1,24.8
176.8,24.8,24.8
176.9,24.9,24.8
177.0,24.9,24.8
177.1,24.9,24.8
177.2,24.9,24.8
177.3,24.9,24.8
177.4,24.8,24.8
177.5,24.8,24.8
177.6,24.8,24.8
177.7,24.8,24.8
177.8,24.9,24.8
177.9,24.8,24.8
178.0,24.8,24.8
178.1,24.9,24.8
178.2,24.8,24.8
178.3,24.9,24.8
178.4,25.1,24.8
178.5,24.8,24.8
178.6,25.1,24.8
178.7,24.8,24.8
178.8,25.3,25.0
178.9,24.8,24.8
179.0,24.8,24.8
179.1,24.9,24.8
179.2,24.8,24.8
179.3,24.8,24.8
179.4,24.8,24.8
179.5,24.8,24.8
179.6,25.2,24.9
179.7,24.8,24.8
179.8,24.8,24.8
179.9,25.0,24.8
180.0,24.8,24.8
